0             80            -59
1             81            -57
2             97            -20
3             87             48
4             82             56
5             35             93
6             22             97
7             -2             99
8            -30             95
9            -31             94
10            -35             93
11            -61             78
12            -90             42
13            -97             20
14            -97             21
15            -98             16
16            -99             12
17            -99            -10
18            -96            -26
19            -65            -75
20            -65            -75
21            -67            -73
22            -68            -73
23            -55            -83
24            -50            -86
25            -13            -99
26              0            -99
27             -3            -99
28             17            -98
29             37            -92
30             40            -91
31             44            -89
32             46            -88
33             48            -87
