6.3102650642395020e-01,-8.1860715150833130e-01,1.5239674377441406e+02,-2.0925295352935791e+00
9.8199474811553955e-01,1.3320600986480713e+00,1.4139845371246338e+00,-9.4956827163696289e-01
3.3807592391967773e+00,1.0691148376464844e+02,-1.4515639543533325e+00,-3.6495722830295563e-02
-1.3862580060958862e+00,-6.7269814014434814e-01,-3.5896866321563721e+00,5.0823287963867188e+00
-9.0039265155792236e-01,-2.1690106391906738e+00,-1.6452704370021820e-01,-4.8145434260368347e-01
-7.6225858926773071e-01,3.0488741397857666e-01,-5.2967530488967896e-01,-2.8984570503234863e-01
5.4401211738586426e+00,2.4069139957427979e+00,8.4225618839263916e-01,3.0630560591816902e-02
-8.6949615478515625e+00,-2.3785701394081116e-01,-5.5235695838928223e-01,4.4936287403106689e-01
-1.5889569091796875e+02,-2.0637848377227783e+00,-2.5926978588104248e+00,6.5238099098205566e+00
-1.5098978281021118e+00,8.9915052056312561e-02,-1.4405776560306549e-01,-3.6179307103157043e-01
5.8502054214477539e+00,-1.0690033435821533e+00,9.8818671703338623e-01,-2.6894278526306152e+00
-1.1541707515716553e+00,1.0736833810806274e+00,5.2532148361206055e-01,-1.7127649486064911e-01
1.5111753940582275e+00,1.0742462426424026e-01,-6.4695936441421509e-01,1.1251786947250366e+00
1.7755445241928101e+00,-1.1150118112564087e+00,1.5196500778198242e+01,-8.5052055120468140e-01
7.5390297174453735e-01,-5.0086874961853027e+00,-5.2427548170089722e-01,-4.6195778250694275e-01
-8.8624203205108643e-01,3.0729823112487793e+00,-4.0777751803398132e-01,1.7001982927322388e+00
-9.2530542612075806e-01,-4.8080104589462280e-01,2.3351980209350586e+01,-3.8524082303047180e-01
3.7782146930694580e+00,-4.4646427035331726e-01,1.0133936405181885e+00,-1.7501826584339142e-01
-3.6950764060020447e-01,-1.3459397852420807e-01,6.5805280208587646e-01,-6.4713358879089355e-01
4.0260281562805176e+00,-1.1188669204711914e+01,-2.3171195760369301e-02,2.4592428207397461e+00
9.6585679054260254e-01,-2.7238181233406067e-01,-1.1272083967924118e-01,5.1371331214904785e+00
8.8560664653778076e-01,1.1326955258846283e-01,5.8162003755569458e-01,-9.0040284395217896e-01
1.3255474090576172e+01,-2.5035624504089355e+00,4.5830555260181427e-02,-2.7025024890899658e+00
-5.2672624588012695e-02,-7.2459495067596436e-01,-8.5013851523399353e-02,2.2152569890022278e-01
1.2137982249259949e-01,2.9145693778991699e+00,6.4820551872253418e+00,-6.6006398200988770e-01
1.4373006820678711e+00,3.7542846053838730e-02,1.0445613861083984e+00,-1.1099933385848999e+00
8.3917427062988281e-01,-2.7266776561737061e-01,-1.4640779495239258e+00,3.6432027816772461e+00
8.5283380746841431e-01,1.4974080026149750e-01,-2.1659963130950928e+00,-6.4585024118423462e-01
-1.3666334748268127e-01,-2.6291582584381104e+00,6.3357222080230713e-01,-3.1029951572418213e-01
-9.3591183423995972e-01,-8.0137071609497070e+00,-1.0186774283647537e-01,-3.1414871215820312e+00
1.4911556243896484e-01,-8.2147443294525146e-01,1.1212675571441650e+00,-1.6708175837993622e-01
8.4777581691741943e-01,1.2209153175354004e+00,-4.7753053903579712e-01,1.5480437278747559e+00
-1.9610774517059326e+00,-8.3414173126220703e+00,-2.7456841468811035e+00,-1.0026431083679199e+00
2.3515272140502930e+00,2.0474927127361298e-01,5.4584860801696777e-01,9.5253014564514160e-01
-1.1649499088525772e-01,3.6168022155761719e+00,-9.1133564710617065e-01,-7.1551486849784851e-02
8.7353334426879883e+00,7.0665937662124634e-01,-6.6106373071670532e-01,1.1665611527860165e-02
1.0019439458847046e+00,-2.3852145671844482e-01,4.2285320162773132e-01,-3.1656723022460938e+00
4.5309658050537109e+00,-4.6764081716537476e-01,-2.9454028606414795e-01,-1.4894393920898438e+01
-6.1671652793884277e+00,3.1459864974021912e-01,7.5575083494186401e-01,-6.5789382934570312e+01
-6.0631954669952393e-01,4.2838920593261719e+01,-3.4373450279235840e+00,1.1509434700012207e+01
-2.8785099983215332e+00,-2.7306990623474121e+00,-1.2824645996093750e+02,-9.7214710712432861e-01
3.0732119083404541e-01,-1.8487887084484100e-01,-2.1640054881572723e-01,-2.3733706772327423e-01
1.2264192581176758e+01,-3.6933538913726807e+00,1.8360769748687744e-01,1.7470599710941315e-01
-7.6394550502300262e-02,-2.9974880814552307e-01,3.1252994537353516e+00,-1.1859397888183594e+01
-4.8902106285095215e-01,-2.9901912212371826e+00,-2.1319308280944824e+00,2.7756228446960449e+00
-1.3191215991973877e+00,-1.2317360192537308e-01,-7.4953403472900391e+00,8.6451500654220581e-01
7.2397065162658691e-01,-1.6268569231033325e+00,-2.9938459396362305e+00,-1.8970118835568428e-02
1.1429254531860352e+01,-1.1194787025451660e+00,8.7234582901000977e+00,7.2010431289672852e+00
6.7132558822631836e+00,-6.5046763420104980e-01,-1.3423669338226318e+00,2.2542161941528320e+00
-9.5211305618286133e+00,-5.1690399646759033e-01,5.7566356658935547e-01,-7.1962445974349976e-01
-3.8030347824096680e+00,4.9608993530273438e-01,4.7479778528213501e-02,1.6317108273506165e-01
7.2626078128814697e-01,1.4250530004501343e+00,-1.9105978012084961e+00,7.3368077278137207e+00
-1.5381449699401855e+01,-2.2727427482604980e+00,1.0738150775432587e-01,-1.4310437440872192e+00
4.4468665122985840e+00,-4.7544875144958496e+00,-1.0627220869064331e+00,-1.0103343725204468e+00
-1.6765649616718292e-01,-1.1936588287353516e+01,2.6165512204170227e-01,2.4225647449493408e+00
3.0965366363525391e+00,-6.1087471246719360e-01,-6.8606834411621094e+00,5.9028904885053635e-02
-5.7237094640731812e-01,6.7232799530029297e-01,-3.8614115118980408e-01,-7.8423929214477539e-01
-4.5816168785095215e+00,-1.5869191288948059e-01,1.0667449235916138e-01,-4.3583348393440247e-01
-7.5449615716934204e-01,2.4989783763885498e-02,-1.8550871312618256e-01,-9.8021700978279114e-02
2.4742460250854492e-01,-1.1429792642593384e+00,-6.9900608062744141e-01,5.8113610744476318e-01
-3.1210947036743164e-01,3.3870291709899902e+00,5.2315300703048706e-01,2.0049540698528290e-01
-1.4082137346267700e+00,2.9666683673858643e+00,-1.2775727510452271e+00,3.4762461185455322e+00
2.1016817092895508e+00,1.1580476909875870e-01,8.3241186141967773e+00,-6.3183480501174927e-01
-2.1695609092712402e+00,-3.2924126833677292e-02,-7.3887163400650024e-01,1.5250951051712036e-01
6.1483281850814819e-01,-8.3901509642601013e-02,1.5855878591537476e+00,6.4372873306274414e-01
8.7403005361557007e-01,5.7815784215927124e-01,2.7967974543571472e-01,-2.9518365859985352e-01
-1.1905839294195175e-01,3.5552078485488892e-01,3.8590523600578308e-01,6.6930003166198730e+00
1.0102611541748047e+01,5.1521009206771851e-01,-1.5713171958923340e+00,2.4217265844345093e-01
-7.1192920207977295e-01,-2.2806396484375000e+00,-2.3018205165863037e+00,9.1841965913772583e-01
1.0695044994354248e+00,5.6497538089752197e-01,-8.6599653959274292e-01,3.4743443131446838e-01
