0.572365,0.6748,0.482704,0.49678
0.508474,0.730378,0.410458,0.514881
0.218609,0.346385,0.561003,0.525472
0.246672,0.85163,0.432597,0.51766
0.887954,0.866823,0.726873,0.552678
0.76636,0.521002,0.367081,0.486508
0.291805,0.198648,0.598482,0.460092
0.3732,0.644085,0.517573,0.49036
0.162985,0.760552,0.629879,0.578233
0.963401,0.286579,0.450151,0.49484
0.251331,0.792381,0.480254,0.526991
0.0764647,0.532716,0.558398,0.527224
0.843325,0.33895,0.340237,0.479789
0.243611,0.137317,0.436609,0.536746
0.236297,0.492096,0.464512,0.51008
0.297367,0.0365124,0.31841,0.516384
0.209565,0.25212,0.427002,0.557501
0.956454,0.310859,0.564311,0.508368
0.161012,0.6772,0.458016,0.504592
0.977075,0.150842,0.40401,0.48676
0.485254,0.550407,0.478674,0.503594
0.881239,0.270151,0.563069,0.496508
0.687595,0.714209,0.540965,0.496423
0.826004,0.496001,0.621865,0.489527
0.480122,0.544618,0.523569,0.509511
0.693553,0.824763,0.547936,0.514392
0.575509,0.74205,0.62338,0.508808
0.168251,0.389542,0.579027,0.467384
0.091113,0.621358,0.607165,0.538829
0.251997,0.305805,0.368663,0.488666
0.673458,0.244942,0.521244,0.463206
0.228424,0.440894,0.38197,0.508505
0.0340917,0.853215,0.261172,0.462834
0.196878,0.430071,0.57722,0.474517
0.442638,0.33657,0.427383,0.471263
0.52941,0.309744,0.546064,0.472037
0.721265,0.630221,0.473292,0.505599
0.921823,0.469484,0.418228,0.495773
0.530489,0.503452,0.413781,0.484748
0.0086209,0.187646,0.557447,0.552031
0.00500808,0.300754,0.515828,0.475478
0.893862,0.697411,0.465141,0.496875
0.744421,0.754676,0.538741,0.510305
0.991641,0.355256,0.434726,0.506673
0.568284,0.446765,0.615564,0.459857
0.903212,0.313875,0.517965,0.513591
0.96743,0.199342,0.244012,0.475929
0.147295,0.335589,0.418425,0.48969
0.764063,0.429916,0.546513,0.490059
0.622642,0.657152,0.446288,0.449339
0.743031,0.522305,0.513763,0.476021
0.254602,0.70665,0.571543,0.490817
0.618917,0.731953,0.401377,0.513268
0.00614142,0.489718,0.404344,0.514003
0.0351115,0.153008,0.528938,0.481896
0.213632,0.554766,0.505068,0.502185
0.165657,0.874339,0.746775,0.498349
0.87212,0.501986,0.362821,0.502116
0.107463,0.121441,0.587304,0.504633
0.809108,0.342899,0.747757,0.547509
0.121882,0.33891,0.391496,0.54244
0.46821,0.907724,0.395078,0.487284
0.605037,0.169438,0.371189,0.477133
0.773872,0.636222,0.459972,0.480965
0.76941,0.423025,0.496296,0.495193
0.0299097,0.610536,0.523419,0.459718
0.260261,0.634795,0.531637,0.532256
0.591874,0.670159,0.546806,0.492608
0.516715,0.349385,0.427915,0.437531
0.106959,0.40123,0.474024,0.553765
0.667592,0.449862,0.619429,0.533921
0.025695,0.664119,0.656227,0.487223
0.563966,0.212454,0.509277,0.491808
0.67898,0.501398,0.407113,0.5123
0.211296,0.795516,0.430123,0.508039
0.757096,0.577062,0.653423,0.453481
0.07849,0.480091,0.541988,0.510235
0.411191,0.498964,0.381902,0.474858
0.407321,0.525619,0.642005,0.530158
0.901903,0.669054,0.443002,0.470268
0.786274,0.280746,0.57653,0.488454
0.563927,0.826971,0.483851,0.466382
0.0108816,0.926301,0.412548,0.496683
0.020254,0.775902,0.466181,0.497067
0.570341,0.593289,0.5797,0.471138
0.474426,0.417288,0.484694,0.473462
0.596728,0.698609,0.660695,0.546567
0.0137955,0.62195,0.730534,0.515275
0.935901,0.718256,0.598141,0.436478
0.740347,0.516458,0.523704,0.534938
0.757214,0.252293,0.499009,0.510326
0.812723,0.789077,0.335393,0.48731
0.670328,0.546,0.240942,0.486452
0.472459,0.381299,0.491609,0.483744
0.371518,0.47272,0.391445,0.483269
0.744142,0.627899,0.536399,0.49041
0.0272789,0.648995,0.503588,0.499735
0.625887,0.177414,0.766557,0.446868
0.833373,0.572122,0.499217,0.45981
0.0814823,0.440175,0.348226,0.491973
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
