0.572365,0.450961,0.423104,0.49428
0.508474,0.54466,0.518559,0.553898
0.218609,0.460032,0.432596,0.554273
0.246672,0.471609,0.390019,0.500144
0.887954,0.335157,0.354191,0.490422
0.76636,0.777108,0.515328,0.469222
0.291805,0.314507,0.428961,0.545018
0.3732,0.864106,0.642037,0.460586
0.162985,0.11097,0.659128,0.524486
0.963401,0.606159,0.602969,0.499197
0.251331,0.470219,0.470703,0.546363
0.0764647,0.429171,0.359104,0.538401
0.843325,0.457887,0.433472,0.487706
0.243611,0.515048,0.541329,0.497247
0.236297,0.559827,0.557196,0.504372
0.297367,0.465118,0.487452,0.515366
0.209565,0.605592,0.60667,0.471683
0.956454,0.847766,0.50036,0.527093
0.161012,0.322122,0.430508,0.513085
0.977075,0.135235,0.524879,0.530117
0.485254,0.472892,0.453485,0.594535
0.881239,0.433133,0.497642,0.492554
0.687595,0.45532,0.501572,0.48839
0.826004,0.384637,0.296612,0.535907
0.480122,0.771467,0.361765,0.501719
0.693553,0.388876,0.422787,0.489987
0.575509,0.247123,0.362106,0.530016
0.168251,0.446231,0.591495,0.489455
0.091113,0.482529,0.615156,0.508405
0.251997,0.606556,0.387594,0.53025
0.673458,0.442372,0.512316,0.468513
0.228424,0.661273,0.62819,0.547742
0.0340917,0.438681,0.486018,0.510283
0.196878,0.336191,0.546242,0.467063
0.442638,0.570826,0.458678,0.494097
0.52941,0.195448,0.614081,0.47965
0.721265,0.942509,0.345575,0.509667
0.921823,0.582343,0.410321,0.518637
0.530489,0.594318,0.535272,0.444239
0.0086209,0.461861,0.527508,0.499309
0.00500808,0.427622,0.685008,0.473779
0.893862,0.691437,0.538933,0.499456
0.744421,0.744263,0.576387,0.48686
0.991641,0.16783,0.596934,0.528023
0.568284,0.617126,0.30294,0.54209
0.903212,0.553057,0.414601,0.469072
0.96743,0.807203,0.517323,0.466027
0.147295,0.882795,0.468648,0.501657
0.764063,0.458674,0.551486,0.459577
0.622642,0.755891,0.621149,0.464801
0.743031,0.377802,0.424538,0.44701
0.254602,0.380179,0.647512,0.490366
0.618917,0.314514,0.54473,0.522798
0.00614142,0.332013,0.420228,0.475195
0.0351115,0.235419,0.355506,0.467576
0.213632,0.236453,0.563305,0.507517
0.165657,0.459128,0.52025,0.505632
0.87212,0.391127,0.578599,0.461151
0.107463,0.512105,0.622875,0.532403
0.809108,0.276161,0.458119,0.464712
0.121882,0.386305,0.505993,0.48158
0.46821,0.489383,0.528776,0.491546
0.605037,0.206586,0.486715,0.517481
0.773872,0.432121,0.60827,0.519757
0.76941,0.751687,0.581554,0.549487
0.0299097,0.49533,0.451085,0.530272
0.260261,0.360526,0.6229,0.521382
0.591874,0.445478,0.587149,0.484473
0.516715,0.47607,0.534605,0.529576
0.106959,0.508564,0.54566,0.501538
0.667592,0.850058,0.514844,0.510263
0.025695,0.560765,0.543397,0.479211
0.563966,0.108933,0.399948,0.496647
0.67898,0.554558,0.618401,0.490319
0.211296,0.257321,0.490067,0.523496
0.757096,0.476589,0.611761,0.480954
0.07849,0.500913,0.4304,0.487342
0.411191,0.822183,0.435331,0.494826
0.407321,0.173428,0.47226,0.526774
0.901903,0.293035,0.491963,0.521878
0.786274,0.658141,0.585403,0.538327
0.563927,0.628337,0.305315,0.457876
0.0108816,0.546038,0.643751,0.459596
0.020254,0.552344,0.523874,0.495243
0.570341,0.350594,0.435017,0.492283
0.474426,0.587122,0.531521,0.554031
0.596728,0.321401,0.512484,0.583979
0.0137955,0.699883,0.55526,0.4955
0.935901,0.620809,0.563613,0.498574
0.740347,0.628951,0.427525,0.509381
0.757214,0.142474,0.351853,0.491299
0.812723,0.397921,0.441335,0.539475
0.670328,0.288559,0.61937,0.525466
0.472459,0.557924,0.524374,0.580855
0.371518,0.251425,0.530936,0.504109
0.744142,0.605154,0.333317,0.475516
0.0272789,0.371276,0.592338,0.480772
0.625887,0.753816,0.600448,0.50192
0.833373,0.00656193,0.476913,0.469832
0.0814823,0.190427,0.306161,0.527473
0.851299,0.539244,0.415588,0.507806
0.498302,0.417964,0.646369,0.481561
0.909197,0.560433,0.510641,0.543191
0.551559,0.579545,0.443617,0.510387
0.503654,0.798808,0.57067,0.473508
0.189115,0.430297,0.532738,0.483399
0.726843,0.757573,0.570619,0.534252
0.976417,0.539549,0.541704,0.564761
0.741995,0.546036,0.540321,0.475627
0.99165,0.427766,0.378891,0.501835
0.929423,0.697092,0.489754,0.488959
0.112581,0.685289,0.509693,0.496298
0.0548691,0.457531,0.388093,0.515828
0.342427,0.632353,0.426382,0.472089
0.399768,0.667001,0.413578,0.489035
0.888401,0.148616,0.440636,0.447957
0.784793,0.384266,0.356273,0.515602
0.736311,0.249826,0.401333,0.551012
0.26849,0.793922,0.647795,0.468124
0.304668,0.580947,0.491463,0.551237
0.836955,0.488575,0.560208,0.491858
0.747807,0.42839,0.505278,0.505545
0.730862,0.763509,0.497222,0.451046
0.334569,0.76547,0.455616,0.523532
0.230031,0.313605,0.418843,0.46906
0.44787,0.309323,0.504604,0.485694
0.0518136,0.353662,0.607449,0.46304
0.222821,0.595687,0.429195,0.518447
0.284891,0.79881,0.598013,0.514801
0.699301,0.619679,0.494138,0.518907
0.0401484,0.784309,0.444728,0.49588
0.0328763,0.53249,0.364515,0.465955
0.169031,0.454231,0.554752,0.515673
0.33521,0.5501,0.590913,0.562725
0.197256,0.52426,0.548829,0.477726
0.424462,0.382413,0.472971,0.509251
0.840722,0.480554,0.55759,0.500317
0.513678,0.828738,0.669621,0.502568
